State,right,left,up,down
0.0,10.232917092017274,10.523140128473012,95.00599063381604,23.398054672081408
1.0,4.205279155387009,6.499397600023278,20.77651891449256,98.71031757741564
2.0,2.777914581048948,3.9430401571224682,2.0865685738725652,29.838429431248976
3.0,10.428913091691694,89.01319278074006,3.3286136994620286,6.260386804145037
4.0,7.7590390376700356,7.901263846036294,43.02891969535032,7.8620000904715
5.0,35.7485611268164,0.02285880261085872,0.02296780895584261,-4.979092714285933
6.0,5.133768040764332,52.01022959157657,4.978538202153943,6.795371762921053
7.0,37.973801230400454,8.528740723688571,7.765609400390053,6.958899375127804
8.0,-26.695,-18.55,-18.55,-23.05
9.0,-85.8531467366472,-85.54789785030938,-85.8531467366472,-85.8531467366472
10.0,-13.55,-9.5,-9.5,-9.5
11.0,-13.55,-13.55,-13.55,-21.514338980730045
12.0,-57.3804420862392,-57.3804420862392,-57.39194968628384,-52.77028219006304
13.0,-38.63797996505446,-45.62449902028848,-45.7348990557408,-45.7348990557408
14.0,-59.235049087218975,-59.242311239634,-62.640708983229516,-59.25877494924495
15.0,-58.86642766049078,-59.40016609444921,-54.8890734382769,-54.894084054147044
16.0,-3.843617592119288,10.810835980095362,-3.9497357308380057,-5.0
17.0,-5.0,8.474918477742653,-5.0,-5.0
18.0,-5.0,2.50923906950032,0.0,0.0
19.0,-5.0,19.360831047659502,0.0,0.0
20.0,-9.5,10.278965252903303,-9.5,-5.0
21.0,-10.713027768683583,7.203965782008693,-9.5,-9.5
22.0,-7.8408045422443315,21.923840770072704,-9.5,-9.5
23.0,-11.315270718186875,12.916271474501103,-13.55,-13.55
24.0,1.0319888665571477,0.0,0.0,0.0
25.0,5.058531750733755,-8.3464752434659,-9.5,-9.5
26.0,67.494353734431,0.0,0.0,0.0
27.0,1.8492028994940588,0.0,0.0,0.0
28.0,2.625488722088689,-9.5,-9.5,-9.5
29.0,13.512660720002957,0.0,0.0,0.0
30.0,-18.229671488778443,-29.26492503154166,-30.62897555,-30.62897555
31.0,8.411841695696568,-17.272092501140627,-20.4755,-20.4755
32.0,-5.0,-5.0,13.928780813566974,0.0
33.0,-5.0,-5.0,1.2157919844915757,-5.0
34.0,-9.5,-9.5,-2.953818687937296,-10.455925747272731
35.0,-5.0,-5.0,7.445724438625022,-5.0
36.0,-13.55,-13.55,0.255743850396273,-13.55
37.0,-5.0,-5.0,40.438557200114914,0.0
38.0,-20.4755,-20.4755,8.385522367342706,-20.126035655008952
39.0,-14.895250078082901,-17.195,0.0698045075743492,-17.195
40.0,-5.0,-5.0,-5.0,7.523076461888916
41.0,-30.62897555,-30.62897555,-36.69393985487167,-29.713671026336193
42.0,-5.0,-5.0,-4.655660485336176,21.163217845130916
43.0,-5.0,-5.0,-5.0,2.836120125120411
44.0,-5.0,-9.27304203689234,-5.0,-1.227416030108616
45.0,-5.0,-5.0,-5.0,21.774436732759774
46.0,-5.0,-5.0,-5.0,11.091763533212834
47.0,-5.0,-4.109500897965418,-5.0,24.229952248196984
48.0,-1.7587650009179892,5.4410402112412175,0.0,0.0
49.0,-3.5670543498845784,20.89736752660296,-5.0,-5.0
50.0,74.73822193482653,0.0,0.0,0.0
51.0,4.1120699271091015,0.0,0.0,0.0
52.0,-2.3848751045881844,12.813155128483823,-5.0,-5.0
53.0,38.038388360796446,0.0,0.0,0.0
54.0,-4.97921939815957,28.267004020684794,-13.55,-20.4755
55.0,-2.2032325828196373,13.864482018924996,-5.0,-5.0
56.0,-1.5561332093269098,15.145256292446614,0.0,0.0
57.0,-13.55,-0.005688660113035714,-1.9082847351953705,30.766033475601276
58.0,-5.0,2.2397470694617403,0.0,0.0
59.0,-5.0,45.29835887234549,0.0,0.0
60.0,-20.4755,-2.6184795751821905,-4.507249503856818,6.95396136702056
61.0,-5.0,24.955091335327126,0.0,0.0
62.0,-4.527747748360241,29.934437437207436,-4.030292087413052,-4.477227999851538
63.0,-4.927164373037433,13.357756407858258,0.0,0.0
64.0,1.9843745721949553,0.0,0.0,0.0
65.0,0.608318266660314,0.0,-5.0,21.57961679088764
66.0,66.50877763950791,0.0,0.0,0.0
67.0,2.825913764819304,0.0,0.0,0.0
68.0,4.9451300770743725,0.0,0.0,0.0
69.0,26.030989796779814,0.0,0.0,0.0
70.0,5.102203655214936,-1.8407132663147148,-13.044210787812554,0.08869431517321719
71.0,-4.827661840623608,-7.8041997705349555,29.718754905151673,-5.0
72.0,-5.0,28.223724440192264,0.0,0.0
73.0,0.046701921260895535,12.061820806705374,0.0,0.05526087385873606
74.0,-5.0,-0.015817329680104644,2.8717514369248773,0.0
75.0,-5.0,27.922964936154855,0.0,0.0
76.0,-9.5,-9.499270329780641,11.209773207764947,-11.890373413103706
77.0,33.161438953326694,0.0,0.0,0.0
78.0,-3.5648609435972998,17.12453298169285,0.0,0.0
79.0,-3.376565136690151,-2.0481218869166824,8.21960404859247,-5.322817725333705
80.0,-0.03128456393629864,-0.02929754536720657,36.35397654760105,0.0
81.0,0.0,0.0,19.512261925047657,0.0
82.0,85.3451914120616,0.0,0.0,0.0
83.0,4.334755091463142,0.0,0.0,0.0
84.0,2.698656064902213,-3.096987013838511,-0.1637746899290402,-9.5
85.0,-4.897139937280749,-3.6728419121911786,39.20017287328906,-20.4755
86.0,10.920630205087066,-6.1936963444560655,-5.1898821698896125,-3.903022076363032
87.0,-9.516411579647556,-8.797808002275305,6.051070244647818,-9.931187749910672
88.0,-5.0,-5.0,43.06412994804137,0.0
89.0,-5.0,-5.0,14.198771708004104,0.0
90.0,-5.0,-5.0,-2.9938785663403285,17.422670137691163
91.0,-5.0,-5.0,7.008540344025658,0.0
92.0,-5.0,-9.5,10.834342778269088,-2.0449420577923654
93.0,-9.5,-5.0,40.203988095192074,0.0
94.0,-5.0,-17.195,-0.5378654386231552,24.865716742596426
95.0,-5.0,-5.0,-0.09887087392261913,16.700800912101904
96.0,5.035911931261022,0.0,0.0,0.0
97.0,1.7993227564073055,0.2491427853386696,-0.09388353528929684,42.066703717775866
98.0,73.81370675049378,0.013204433962461916,0.07625958864384758,4.146278273127269e-05
99.0,0.07275414777226939,25.588211325218527,0.0027426252977179287,0.0
100.0,-0.0218818654708574,-0.025857831692621385,-0.014809387789888582,9.109546905772167
101.0,39.82427371943826,0.0827824522601473,0.0,0.015854763269876275
102.0,0.9202793423866572,14.712155774162646,-12.961106094267885,-9.222546848400974
103.0,27.34280372073272,-4.456783530383646,-7.937358478915683,-4.003164547967451
104.0,0.1344125300159295,32.350197231701415,-1.6467442632419331,-4.499590573996697
105.0,18.732213996553455,0.20614658563815286,0.19345959236593066,0.08546964777903455
106.0,86.31127369194856,0.6951338512996317,0.0,-3.823480028139018
107.0,0.05927919196044181,2.3599865273949986e-05,15.116082780337607,-4.27783729832876
108.0,-0.3683623623831741,21.368614886138865,-2.7450637601189616,-13.63778373011516
109.0,36.307839422059224,0.16271018333201015,-10.132589719947422,-31.783591975202736
110.0,1.1109841780978598,-2.9152265986313064,14.467202158386002,1.1135456027649484
111.0,0.023472831064095256,9.091108274279108,0.03811825289854556,0.03479592002539952
112.0,-9.5,-5.0,48.003123311566476,0.0
113.0,-1.3155973879931295,0.6972754644824048,1.214531922651645,54.105562461394804
114.0,0.0,0.0,4.92515866760555,0.0
115.0,-7.6720599501530575,-2.5717743447361614,15.648378878762324,0.0
116.0,-21.82247006477169,-18.46024972461516,16.73173292700958,-0.4743994299053294
117.0,0.008964974221497517,0.008964974221497517,46.82375216283054,0.06873577805926187
118.0,-13.576873536288627,-3.0161506472743254,14.820059300149495,-4.059439500948319
119.0,0.13525815289453608,0.2127722751195199,8.830504428147961,0.21349211516371672
120.0,-0.01596599413290553,-0.01749440504413662,37.84906925054824,0.0
121.0,20.343678083522168,0.5888166204455128,0.6221199633564972,0.3292393788461477
122.0,68.47442369941547,-15.149031292444745,0.0,0.6530460795871031
123.0,0.07216939077213805,0.0,13.813842079080537,0.0009808669879134266
124.0,-0.021517180333648262,-0.02014520918961217,-0.02040842820854634,8.440957293172705
125.0,-9.437316682030572,-21.789964195304712,42.25737693671131,0.44538340106733865
126.0,1.1315593990254245,1.138447420787507,14.916828124473078,1.1393247077715172
127.0,-2.1181478459483403,-1.3724026151637398,-0.7136376891607719,35.284684453141914
